search_term,video_url,user_url,username,title,view_num,created_at,shortdesc,collected_at
playstation 5,/watch?v=lqrn8DKhCPA&pp=ygUNcGxheXN0YXRpb24gNdIHCQmHCgGHKiGM7w%3D%3D,/@RaySnakeyes,Ray Snakeyes,ESTOS JUEGOS EXPRIMEN AL MÁXIMO TU PLAYSTATION 5 PRO (PS5 PRO),9.5K views,8 hours ago,"PlayStation 5 Pro ya lleva más de un año en el mercado y, si has dado el salto, imagino que será para que le saques el máximo ...",2026-01-22 06:41:11.827589
playstation 5,/watch?v=foeMkH9UH88&pp=ygUNcGxheXN0YXRpb24gNQ%3D%3D,/@SSundee,SSundee,*PLAYSTATION 5* Mod in Among Us,19M views,4 years ago,We add an Playstation Imposter in Among Us! Subscribe & click the bell!,2026-01-22 06:41:11.828980
playstation 5,/watch?v=6agUOBMGW38&pp=ygUNcGxheXN0YXRpb24gNQ%3D%3D,/@MarioBricks,MarioBricks,Astro's Playroom - 100% Full Game Walkthrough,9M views,1 year ago,Astro's Playroom 100% full game walkthrough on PS5. ASTRO BOT wins game of the year 2024! 100% of the content found on ...,2026-01-22 06:41:11.829972
playstation 5,/watch?v=8ztOgU7oec4&pp=ygUNcGxheXN0YXRpb24gNQ%3D%3D,/@NextGenGamers-k6x,NextGenGamers,15 New PS5 GAMES With AMAZING NEXT GEN GRAPHICS,147K views,13 days ago,"15 New PS5 GAMES With AMAZING NEXT GEN GRAPHICS From highly anticipated PS5 exclusives like Marvel's Wolverine, ...",2026-01-22 06:41:11.831046
playstation 5,/watch?v=A10w_9ISQtQ&pp=ygUNcGxheXN0YXRpb24gNQ%3D%3D,/@ScaroleRumble,Scarole & Rumble,A Small Curated PlayStation 5 Collection Is All You Need,9.7K views,4 weeks ago,"In this video, we are taking you through our carefully curated PS5 collection. We have focused on adding more games to this ...",2026-01-22 06:41:11.832364
playstation 5,/watch?v=ZP_Ik186s3o&pp=ygUNcGxheXN0YXRpb24gNQ%3D%3D,/@jonvaliagas,Jon Valiagas,Is the PS Portal Worth it in 2025? PlayStation Portal HONEST Review,363K views,5 months ago,Is the PS Portal worth it in 2025? This is my honest review of the PlayStation Portal. LINKS FOR EVERYTHING IN THIS VIDEO ...,2026-01-22 06:41:11.833446
playstation 5,/watch?v=1lJBNZ1Dk6k&pp=ygUNcGxheXN0YXRpb24gNQ%3D%3D,/@PlayStation,PlayStation,Tomb Raider: Legacy of Atlantis - Announcement Trailer | PS5 Games,2M views,1 month ago,"Tomb Raider: Legacy of Atlantis is a stunning reimagining of the 1996 genre-defining game. As Lara Croft, harness your wits and ...",2026-01-22 06:41:11.834509
playstation 5,/watch?v=-cUk1LhBWi4&pp=ygUNcGxheXN0YXRpb24gNQ%3D%3D,/@SlayyFn,Slay,Fortnite On PlayStation 5 Slim (Unboxing + 120FPS Gameplay),1.7M views,2 years ago,Buisness : buisnessslay@gmail.com Use Code SlayFn #ad Socials: TikTok -https://www.tiktok.com/@slayfnonyt?,2026-01-22 06:41:11.835510
playstation 5,/watch?v=PdPh94msTmQ&pp=ygUNcGxheXN0YXRpb24gNdIHCQmHCgGHKiGM7w%3D%3D,/@JohnGlasscock,John Glasscock,Most PS5 Users Are Doing This All Wrong,2.7M views,3 years ago,"If you have a new Playstation 5, chances are you made this mistake before! New PS5 users should follow step-by-step & don't let ...",2026-01-22 06:41:11.836666
playstation 5,/watch?v=uLwFYPsS_Zc&pp=ygUNcGxheXN0YXRpb24gNQ%3D%3D,/@TheRelaxingEnd,TheRelaxingEnd,The PS5 Unboxing - Sony PlayStation 5 Next Gen Console,15M views,5 years ago,Unboxing PS5 next gen console. Opening PlayStation 5 box. Next Generation of PlayStation gaming. DualSense haptic feedback ...,2026-01-22 06:41:11.837754
playstation 5,/watch?v=eTQx1OG4TzI&pp=ygUNcGxheXN0YXRpb24gNQ%3D%3D,/@TheGamesTester1,The Games Tester,PlayStation 5 | Far Cry 3 Classic Edition | 2026 Update ,941 views,13 hours ago,PlayStation5 #farcry #farcry3 -------------------------------------------------------------------------------------------------- Become a member of my ...,2026-01-22 06:41:11.838814
playstation 5,/watch?v=QKEZDm95-Ps&pp=ygUNcGxheXN0YXRpb24gNdIHCQmHCgGHKiGM7w%3D%3D,/@Flatlife,Flatlife,Evolution of PlayStation (Animation),3.2M views,3 years ago,"From the original PlayStation all the way to the PlayStation 5, this is the Evolution of the PlayStation! SUBSCRIBE for more ...",2026-01-22 06:41:11.840013
playstation 5,/watch?v=IpldUnNrsJs&pp=ygUNcGxheXN0YXRpb24gNQ%3D%3D,/@NextGenGamers-k6x,NextGenGamers,20 BEST PS5 Single-Player Games,779K views,4 months ago,"... of single-player masterpieces for PlayStation 5! From brand new 2024 releases to modern classics, these games prove that solo ...",2026-01-22 06:41:11.841714
playstation 5,/watch?v=Q89X4nOzxGw&pp=ygUNcGxheXN0YXRpb24gNQ%3D%3D,/@PlayStation,PlayStation,Phantom Blade Zero - Release Date Announcement Trailer | PS5 Games,879K views,1 month ago,"https://www.playstation.com/games/phantom-blade-zero/ Phantom Blade Zero launches worldwide on September 9, 2026.",2026-01-22 06:41:11.843032
playstation 5,/watch?v=1GFGsGPyiXA&pp=ygUNcGxheXN0YXRpb24gNQ%3D%3D,/@Life_ofshubh,Life of Shubh,PS5 in 2026: Everything You Need to Know!,117K views,9 months ago,Join My Official WhatsApp Community!* Join Now: https://chat.whatsapp.com/G5nrVGPvv2cBvmaersysR4?mode=r_c PS5 ...,2026-01-22 06:41:11.844469
playstation 5,/watch?v=YyAAKdBzAss&pp=ygUNcGxheXN0YXRpb24gNQ%3D%3D,/@JohnGlasscock,John Glasscock,Doing This Will Boost PS5 Performance Instantly,1.1M views,1 year ago,"First thing is to change your PlayStation 5 default setting to Performance Mode.. Next, go to your Video Output Settings & make ...",2026-01-22 06:41:11.845686
playstation 5,/watch?v=wSmCgxa37cg&pp=ygUNcGxheXN0YXRpb24gNQ%3D%3D,/@BudgetBuildsOfficial,Budget-Builds Official,Running Windows on the Playstation 5's APU!,150K views,1 month ago,Hello everyone and welcome to another Budget Builds Episode where today we're taking a look at that strange PS5 APU that we ...,2026-01-22 06:41:11.846809
